@relation features

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute Class {Not-obfuscated,Obfuscated}

@data
103,36.815534,3792,0,0.010817,9.121212,0.079378,0.128428,0.370781,0,222.888889,0.529008,0,0,0,0,0,0.001055,0,0.02057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052479,0.101793,Not-obfuscated
89,23.426966,2085,0,0.018185,10,0.206235,0.131415,0,0,142.75,0.821583,0,0,0,0,0,0,0,0.022062,3,3,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0.007194,0.072902,Not-obfuscated
44,39.204545,1725,0,0.02413,9.8,0.028406,0.142029,0.750725,0,66.8,0.193623,0,0,0,0,0,0,0,0.006957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.096232,0.150145,Not-obfuscated
28,26.607143,745,0,0.053109,11.5,0.12349,0.100671,0.095302,0,144,0.773154,0,0,0,0,0,0,0,0.016107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013423,0.091275,Not-obfuscated
82,36.829268,3020,0,0.013375,13.142857,0.060927,0.154967,0.368543,0,75.75,0.501656,1.6,0.001656,0,0,0,0,0,0.012252,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.053642,0.114238,Not-obfuscated
56,34.339286,1923,0,0.0214,12.8,0.099844,0.159646,0.578783,0,103.166667,0.321893,0,0,0,0,0,0.00104,0,0.00884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079563,0.139366,Not-obfuscated
14,37.571429,526,0,0.07387,11.125,0.169202,0.10076,0,0,143,0.543726,0,0,0,0,0,0.005703,0,0.013308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032319,0.10076,Not-obfuscated
58,32.517241,1886,0,0.022263,9.071429,0.067338,0.147932,0.590138,0,75.25,0.319194,0,0,0,0,0,0.00053,0,0.011135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.079003,0.141569,Not-obfuscated
60,37.533333,2252,0,0.018556,11.071429,0.068828,0.143872,0.494227,0,91.6,0.40675,0,0,0,0,0,0,0,0.013766,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066163,0.127886,Not-obfuscated
33,27.515152,908,0,0.044405,29.818182,0.361233,0.124449,0.047357,0,253,0.835903,0,0,0,0,0,0,0,0.014317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037445,0.109031,Not-obfuscated
82,31.841463,2611,0,0.015368,11.352941,0.073918,0.184604,0.57411,0,86.777778,0.299119,0,0,0,0,0,0,0,0.008043,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.082344,0.134048,Not-obfuscated
80,30.825,2466,0,0.016847,9,0.054745,0.149635,0.513788,0,84,0.374696,1.666667,0.001217,0,0,0,0,0,0.008516,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.073398,0.139092,Not-obfuscated
50,34.9,1745,0,0.023877,13.666667,0.070487,0.146132,0.70086,0,130,0.223496,1,0.000573,0,0,0,0,0,0.004011,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09341,0.147278,Not-obfuscated
26,31.692308,824,0,0.047558,15,0.163835,0.117718,0.231796,0,107.4,0.651699,0,0,0,0,0,0,0,0.021845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042476,0.106796,Not-obfuscated
62,26.83871,1664,0,0.022366,7.5,0.072115,0.167067,0.396034,0,69.272727,0.457933,0,0,0,0,0,0,0,0.014423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.121995,Not-obfuscated
53,37.811321,2004,0,0.02067,11.375,0.045409,0.154691,0.657186,0,78.5,0.23503,0,0,0,0,0,0,0,0.007485,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.093313,0.152196,Not-obfuscated
41,42.146341,1728,0,0.02394,8.714286,0.035301,0.133102,0.769676,0,106.666667,0.185185,0,0,0,0,0,0,0,0.006366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.09838,0.144676,Not-obfuscated
50,39.24,1962,0,0.021681,15,0.068807,0.12946,0.567278,0,97.571429,0.348114,1,0.00051,0,0,0,0,0,0.006626,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.078491,0.139144,Not-obfuscated
82,36.292683,2976,0,0.013889,15.064516,0.156922,0.147177,0.373992,0,139.272727,0.514785,0,0,0,0,0,0.000672,0,0.012769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057796,0.120632,Not-obfuscated
55,21.963636,1208,0,0.03138,12,0.109272,0.150662,0.06457,0,89.5,0.740894,0,0.000828,0,0,0,0,0,0.019868,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.016556,0.101821,Not-obfuscated
80,33.9375,2715,0,0.015444,14.869565,0.125967,0.152486,0.478085,0,126.111111,0.418048,0,0,0,0,0,0.007366,0,0.009576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06814,0.128177,Not-obfuscated
20,23.6,472,0,0.079584,7.666667,0.194915,0.105932,0,0,132.666667,0.84322,0,0,0,0,0,0,0,0.027542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.006356,0.086864,Not-obfuscated
27,23.259259,628,0,0.060131,7.333333,0.105096,0.122611,0,0,99.4,0.791401,0,0,0,0,0,0,0,0.02707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.012739,0.092357,Not-obfuscated
37,40.864865,1512,0,0.027664,8.714286,0.040344,0.144841,0.736111,0,87.333333,0.17328,0,0,0,0,0,0,0,0.005952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.098545,0.149471,Not-obfuscated
81,34.160494,2767,0,0.015221,12.666667,0.068666,0.153596,0.415974,0,130.3,0.470907,2,0.000361,0,0,0,0.003253,0.000361,0.009758,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.063968,0.123961,Not-obfuscated
60,27.033333,1622,0,0.02357,11.052632,0.12947,0.156597,0.049322,0,81.933333,0.757707,0,0,0,0,0,0.001233,0,0.019112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010481,0.095561,Not-obfuscated
100,32.25,3225,0,0.012802,11.388889,0.063566,0.165271,0.422946,0,101.857143,0.442171,0,0.00031,0,0,0,0,0,0.011473,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.057364,0.124341,Not-obfuscated
57,34.333333,1957,0,0.021079,11.769231,0.078181,0.154829,0.568728,0,81.25,0.332141,1,0.000511,0,0,0,0.000511,0,0.009709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.074604,0.132345,Not-obfuscated
48,37.770833,1813,0,0.022824,7.5,0.033094,0.147821,0.68781,0,81.6,0.225041,0,0,0,0,0,0,0,0.008274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.095974,0.147821,Not-obfuscated
48,37.979167,1823,0,0.022733,7.714286,0.029622,0.148108,0.69446,0,80.4,0.220516,0,0,0,0,0,0.002194,0,0.008228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.095996,0.148108,Not-obfuscated
21,24.571429,516,0,0.073026,8.571429,0.116279,0.127907,0.176357,0,69.2,0.670543,0,0,0,0,0,0,0,0.021318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027132,0.112403,Not-obfuscated
48,28.0625,1347,0,0.030834,12,0.178174,0.145509,0.029696,0,119.222222,0.796585,0,0,0,0,0,0.005939,0,0.014848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017075,0.112101,Not-obfuscated
52,38.673077,2011,0,0.020494,10.375,0.041273,0.13824,0.673297,0,105.8,0.263053,0,0.000497,0,0,0,0.000497,0,0.008454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087021,0.139731,Not-obfuscated
49,37.204082,1823,0,0.022856,8.5,0.065277,0.15085,0.610532,0,91.166667,0.300055,0,0,0,0,0,0.001646,0,0.010971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.080636,0.134394,Not-obfuscated
52,35.346154,1838,0,0.020238,21.277778,0.208379,0.204026,0.177367,0,143.375,0.624048,0,0,0,0,0,0.004353,0,0.018498,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.042982,0.112622,Not-obfuscated
42,32.02381,1345,0,0.029047,8.888889,0.05948,0.119703,0.283271,0,99.25,0.590335,1,0.000743,0,0,0,0,0.001487,0.021561,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0.032714,0.107807,Not-obfuscated
96,30.802083,2957,0,0.013823,8.380952,0.05952,0.170443,0.376395,0,108.153846,0.475482,1,0.000676,0,0,0,0,0,0.016233,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.053771,0.111938,Not-obfuscated
40,31.325,1253,0,0.030674,21.083333,0.201915,0.206704,0.216281,0,73.8,0.588986,0,0,0,0,0,0,0,0.011971,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.044693,0.127694,Not-obfuscated
39,39.615385,1545,0,0.02729,12,0.046602,0.128155,0.720388,0,120,0.23301,0,0,0,0,0,0,0,0.006472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093204,0.144337,Not-obfuscated
93,53.83871,5007,0,0.007714,11.391089,0.459557,0.082884,0.010385,0,55.506329,0.875774,3,0.0002,0,0,0,0,0,0.001198,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008987,0.097264,Not-obfuscated
84,33.059524,2777,0,0.014639,9,0.058336,0.174289,0.505582,0,101.7,0.366223,1,0.00036,0,0,0,0.002881,0,0.010803,0,3,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0.074901,0.132877,Not-obfuscated
52,29.211538,1519,0,0.025057,15.125,0.238973,0.147465,0.0474,0,149.625,0.788018,0,0,0,0,0,0.000658,0,0.021066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0237,0.088874,Not-obfuscated
25,24.76,619,0,0.064099,15.714286,0.177706,0.127625,0,0,85.666667,0.830372,1,0.001616,0,0,0,0,0,0.009693,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021002,0.119548,Not-obfuscated
30,24.366667,731,0,0.054123,10.333333,0.169631,0.166895,0.058824,0,66.714286,0.638851,1,0.001368,0,0,0,0,0,0.016416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012312,0.101231,Not-obfuscated
52,20.673077,1075,0,0.034295,8.785714,0.114419,0.175814,0.018605,0,57.428571,0.747907,0,0,0,0,0,0,0,0.020465,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.014884,0.107907,Not-obfuscated
88,19.193182,1689,0,0.02492,10.339286,0.342806,0.114269,0.061575,0,261.2,0.773239,0,0,0,0,0,0.011249,0.001184,0.007697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013025,0.078745,Not-obfuscated
98,29.346939,2876,0,0.014194,8.208333,0.068498,0.15751,0.386996,0,68.05,0.473227,0,0,0,0,0,0.000348,0,0.016342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0.05459,0.122045,Not-obfuscated
72,36.902778,2657,0,0.01565,8.615385,0.042153,0.133233,0.418893,0,90.928571,0.479112,0,0,0,0,0,0.000376,0,0.021453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0.05796,0.119684,Not-obfuscated
94,26.882979,2527,0,0.01617,7,0.033241,0.163039,0.461417,0,63.5625,0.402454,1,0.000396,0,0,0,0,0,0.009497,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.066482,0.132568,Not-obfuscated
67,22.791045,1527,0,0.024081,6.75,0.035363,0.197773,0.068762,0,75.214286,0.689587,0,0,0,0,0,0,0,0.017682,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.020956,0.101506,Not-obfuscated
94,26.882979,2527,0,0.01617,7,0.033241,0.163039,0.461417,0,63.5625,0.402454,1,0.000396,0,0,0,0,0,0.009497,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.066878,0.132568,Not-obfuscated
16,24.1875,387,0,0.094679,9.25,0.095607,0.080103,0,0,168,0.868217,0,0,0,0,0,0,0,0.028424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007752,0.080103,Not-obfuscated
52,38.5,2002,0,0.02097,10.928571,0.076424,0.136364,0.555944,0,105.142857,0.367632,0,0,0,0,0,0,0,0.010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.074426,0.130869,Not-obfuscated
57,37.157895,2118,0,0.019566,10,0.070822,0.168083,0.538716,0,104.714286,0.346081,0,0,0,0,0,0,0,0.011331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070349,0.128895,Not-obfuscated
47,38.723404,1820,0,0.023194,12.545455,0.075824,0.130769,0.654945,0,130.5,0.286813,0,0,0,0,0,0.002198,0,0.00989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.085714,0.13956,Not-obfuscated
61,33.639344,2052,0,0.01996,13.2,0.064327,0.170565,0.571637,0,92.285714,0.314815,0,0,0,0,0,0.003899,0,0.008772,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.079922,0.141326,Not-obfuscated
11,36.545455,402,0,0.094991,12.875,0.256219,0.159204,0,0,79,0.196517,0,0,0,0,0,0,0,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007463,0.069652,Not-obfuscated
89,31.483146,2802,0,0.014799,8,0.017131,0.160956,0.397216,0,102.25,0.437901,0,0,0,0,0,0,0,0.017844,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063526,0.130621,Not-obfuscated
67,26.940299,1805,0,0.022977,8.105263,0.170637,0.145152,0.663158,0,0,0,0,0,0,0,0,0,0,0.002216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085873,0.141274,Not-obfuscated
55,36.090909,1985,0,0.021103,18.133333,0.137028,0.159698,0.560705,0,168.75,0.34005,0,0,0,0,0,0.007053,0,0.007053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.075063,0.132494,Not-obfuscated
217,33.37788,7243,0,0.005412,16.094737,0.2111,0.210824,0.202955,0,213.1,0.58843,0,0.000138,0,0,0,0.000138,0,0.015325,8,8,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0.030098,0.085186,Not-obfuscated
44,40.454545,1780,0,0.023455,8.909091,0.055056,0.145506,0.647753,0,81.833333,0.275843,0,0,0,0,0,0.002247,0,0.007865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.085955,0.139326,Not-obfuscated
53,20.358491,1079,0,0.035006,7.5,0.069509,0.18165,0.157553,0,75.333333,0.62836,0,0,0,0,0,0,0,0.025023,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.034291,0.113994,Not-obfuscated
38,29,1102,0,0.034693,8,0.050817,0.114338,0.339383,0,204,0.555354,0,0,0,0,0,0,0,0.020871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04265,0.099819,Not-obfuscated
76,34.407895,2615,0,0.015662,7.555556,0.026004,0.161377,0.565201,0,80.181818,0.337285,1,0.000382,0,0,0,0,0,0.008413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0.080306,0.141109,Not-obfuscated
36,34.861111,1255,0,0.031479,9.571429,0.160159,0.139442,0.053386,0,246.25,0.784861,0,0,0,0,0,0.007968,0,0.023904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012749,0.083665,Not-obfuscated
13,27.153846,353,0,0.107979,18.666667,0.31728,0.087819,0.101983,0,139.5,0.790368,0,0,0,0,0,0,0,0.005666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022663,0.093484,Not-obfuscated
15,27.8,417,0,0.096043,20.125,0.386091,0.095923,0.086331,0,110.333333,0.793765,0,0,0,0,0,0,0,0.004796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019185,0.091127,Not-obfuscated
33,26.424242,872,0,0.044005,14.357143,0.230505,0.119266,0.105505,0,108.666667,0.747706,0,0,0,0,0,0,0,0.012615,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017202,0.091743,Not-obfuscated
32,24.875,796,0,0.049587,9,0.079146,0.109296,0.214824,0,54.75,0.550251,0,0,0,0,0,0,0,0.008794,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023869,0.110553,Not-obfuscated
50,24.8,1240,0,0.030653,14.769231,0.154839,0.124194,0.022581,0,91.727273,0.81371,0,0,0,0,0,0,0,0.01371,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014516,0.091129,Not-obfuscated
30,25.133333,754,0,0.048432,9,0.059682,0.133952,0.115385,0,77.428571,0.718833,0,0,0,0,0,0,0,0.01061,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018568,0.096817,Not-obfuscated
33,36.151515,1193,0,0.032294,8.733333,0.109807,0.142498,0.105616,0,98.111111,0.740151,0,0,0,0,0,0,0,0.021794,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025147,0.103101,Not-obfuscated
53,26.811321,1421,0,0.02836,15.5625,0.175229,0.105559,0.019704,0,149.25,0.840253,0,0.002111,0,0,0,0.002815,0.000704,0.014778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.013371,0.0943,Not-obfuscated
64,26.78125,1714,0,0.023696,15.52381,0.190198,0.11902,0.016336,0,142.4,0.830805,0,0.002334,0,0,0,0.004667,0.001167,0.014002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.012835,0.0986,Not-obfuscated
63,33.52381,2112,0,0.017955,19.52,0.231061,0.162405,0.025095,0,140.333333,0.797348,0,0.00142,0,0,0,0,0,0.013731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.025568,0.096591,Not-obfuscated
63,30.68254,1933,0,0.020017,14.631579,0.143818,0.156234,0.098293,0,128.818182,0.733057,0,0,0,0,0,0,0,0.015003,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024315,0.101914,Not-obfuscated
67,31.940299,2140,0,0.018122,14.631579,0.129907,0.146729,0.145327,0,168.333333,0.707944,0,0,0,0,0,0,0,0.013551,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03271,0.105607,Not-obfuscated
32,23.4375,750,0,0.052788,19.5,0.156,0.104,0.269333,0,116.75,0.622667,0,0,0,0,0,0,0,0.013333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046667,0.114667,Not-obfuscated
70,34.871429,2441,0,0.015878,10.666667,0.065547,0.157313,0.360918,0,103.166667,0.507169,0,0.00041,0,0,0,0,0,0.017206,0,0,1,0,0,1,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.055715,0.118804,Not-obfuscated
37,25.243243,934,0,0.041972,8.142857,0.122056,0.133833,0,0,148,0.792291,2,0.001071,0,0,0,0,0,0.025696,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.011777,0.095289,Not-obfuscated
63,32.904762,2073,0,0.01893,7.6,0.091655,0.127834,0.192475,0,286,0.689822,0,0,0,0,0,0.001447,0.000965,0.015919,0,0,0,1,0,0,0,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.042933,0.117704,Not-obfuscated
50,39.86,1993,0,0.021155,9.25,0.03713,0.128951,0.761164,0,339,0.170095,0,0,0,0,0,0,0,0.004516,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096337,0.145008,Not-obfuscated
30,44.766667,1343,0,0.030934,8.8,0.032762,0.137751,0.828742,0,142,0.105733,0,0,0,0,0,0,0,0.002978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107223,0.154877,Not-obfuscated
11,29.181818,321,0,0.117645,9.333333,0.087227,0.090343,0.495327,0,0,0,0,0,0,0,0,0,0,0.009346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056075,0.109034,Not-obfuscated
28,27.178571,761,0,0.051075,12.333333,0.145861,0.091984,0.134034,0,143,0.751643,0,0,0,0,0,0,0,0.013141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022339,0.098555,Not-obfuscated
14,31.285714,438,0,0.089832,25.75,0.23516,0.070776,0.228311,0,224,0.511416,0,0,0,0,0,0.002283,0,0.013699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02968,0.086758,Not-obfuscated
34,29.647059,1008,0,0.037832,7.35,0.145833,0.088294,0.170635,0,367,0.728175,0,0,0,0,0,0.029762,0,0.031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857,0.077381,Not-obfuscated
96,35.9375,3450,0,0.011445,15.236842,0.167826,0.133043,0.064058,0,180.933333,0.786667,0.333333,0.00087,0,0,0,0,0,0.017971,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0.01942,0.088406,Not-obfuscated
90,32.533333,2928,0,0.013481,21.888889,0.201844,0.147199,0.118169,0,143.8,0.73668,0,0.001025,0,0,0,0,0,0.015369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034153,0.110314,Not-obfuscated
24,30,720,0,0.05399,9.375,0.104167,0.154167,0.256944,0,86,0.597222,0,0,0,0,0,0,0,0.018056,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051389,0.120833,Not-obfuscated
41,29.097561,1193,0,0.033179,14.846154,0.161777,0.105616,0.155909,0,174.6,0.731769,0,0,0,0,0,0,0,0.017603,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.038558,0.10394,Not-obfuscated
54,30.703704,1658,0,0.024043,16.55,0.199638,0.117008,0.045235,0,151.111111,0.820265,0.5,0.001206,0,0,0,0,0,0.021713,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.024729,0.098914,Not-obfuscated
42,33.357143,1401,0,0.028008,12.461538,0.115632,0.133476,0.248394,0,125.428571,0.626695,0,0,0,0,0,0,0,0.015703,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.047823,0.114918,Not-obfuscated
40,28.05,1122,0,0.035731,12.235294,0.185383,0.114973,0.065954,0,178.2,0.794118,0,0.001783,0,0,0,0,0,0.017825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.018717,0.099822,Not-obfuscated
25,26.12,653,0,0.059521,12.222222,0.168453,0.085758,0,0,142.25,0.871363,0,0,0,0,0,0,0,0.013783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009188,0.090352,Not-obfuscated
30,31.233333,937,0,0.042034,10.736842,0.217716,0.076841,0.054429,0,303.5,0.647812,0,0,0,0,0,0.004269,0,0.017076,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013874,0.091782,Not-obfuscated
21,27.666667,581,0,0.068014,11,0.075731,0.091222,0,0,144.666667,0.746988,0,0,0,0,0,0,0,0.017212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048,0.106713,Not-obfuscated
